1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 2009
1, 1, 0.6, 1, 1, 0.0035, 0.5, 0.5, 0.5, 1883
1, 1, 0.6, 1, 1, 0.003, 0.5, 0.5, 0.5, 1790
1, 1, 0.6, 1, 1, 0.0025, 0.5, 0.5, 0.5, 1756
1, 1, 0.6, 1, 1, 0.002, 0.5, 0.5, 0.5, 1658
1, 1, 0.6, 1, 1, 0.0015, 0.5, 0.5, 0.5, 1554
0.4, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1860
0.3, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1866
0.2, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1894
0.1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1867
0, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1796
1, 1, 0.6, 1, 0.8, 0.004, 0.5, 0.5, 0.5, 1937
1, 1, 0.6, 1, 0.6, 0.004, 0.5, 0.5, 0.5, 1868
1, 1, 0.6, 1, 0.4, 0.004, 0.5, 0.5, 0.5, 1811
1, 1, 0.6, 1, 0.2, 0.004, 0.5, 0.5, 0.5, 1717
1, 1, 0.6, 1, 0, 0.004, 0.5, 0.5, 0.5, 1574
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.4, 1998
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.3, 1971
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.2, 2033
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.1, 2004
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0, 436
1, 1, 0.5, 1, 1, 0.004, 0.5, 0.5, 0.5, 1864
1, 1, 0.4, 1, 1, 0.004, 0.5, 0.5, 0.5, 1539
1, 1, 0.3, 1, 1, 0.004, 0.5, 0.5, 0.5, 1319
1, 1, 0.2, 1, 1, 0.004, 0.5, 0.5, 0.5, 935
