1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1992
1, 1, 0.6, 1, 1, 0.0035, 0.5, 0.5, 0.5, 1888
1, 1, 0.6, 1, 1, 0.003, 0.5, 0.5, 0.5, 1801
1, 1, 0.6, 1, 1, 0.0025, 0.5, 0.5, 0.5, 1743
1, 1, 0.6, 1, 1, 0.002, 0.5, 0.5, 0.5, 1668
1, 1, 0.6, 1, 1, 0.0015, 0.5, 0.5, 0.5, 1552
0.4, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1904
0.3, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1841
0.2, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1865
0.1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1862
0, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.5, 1817
1, 1, 0.6, 1, 0.8, 0.004, 0.5, 0.5, 0.5, 1896
1, 1, 0.6, 1, 0.6, 0.004, 0.5, 0.5, 0.5, 1846
1, 1, 0.6, 1, 0.4, 0.004, 0.5, 0.5, 0.5, 1770
1, 1, 0.6, 1, 0.2, 0.004, 0.5, 0.5, 0.5, 1670
1, 1, 0.6, 1, 0, 0.004, 0.5, 0.5, 0.5, 1597
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.4, 1973
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.3, 1972
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.2, 1954
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0.1, 1960
1, 1, 0.6, 1, 1, 0.004, 0.5, 0.5, 0, 327
1, 1, 0.5, 1, 1, 0.004, 0.5, 0.5, 0.5, 1795
1, 1, 0.4, 1, 1, 0.004, 0.5, 0.5, 0.5, 1575
1, 1, 0.3, 1, 1, 0.004, 0.5, 0.5, 0.5, 1307
1, 1, 0.2, 1, 1, 0.004, 0.5, 0.5, 0.5, 979
